,,,,,,,PDV,PDV,PDV,PNRSV,PNRSV,PNRSV,PLMVd,PLMVd,PLMVd
Sample Name ,Location,Cultivar,Block,Tree Number,Row,Tree,Y1,Y2,Y3,Y1,Y2,Y3,Y1,Y2,Y3
JF WRW-2 5734,Edgefield,June Flame,WRW-2,5734,4,7,-,-,-,-,-,-,-,-,-
JF WRW-2 5736,Edgefield,June Flame,WRW-2,5736,4,5,-,-,-,-,-,-,-,-,-
JF WRW-2 5737,Edgefield,June Flame,WRW-2,5737,4,4,-,-,-,-,-,-,+,+,+
JF WRW-2 5738,Edgefield,June Flame,WRW-2,5738,4,3,-,-,-,-,-,-,+,+,+
JF WRW-2 5739,Edgefield,June Flame,WRW-2,5739,4,2,-,-,-,-,-,-,+,+,+
JF WRW-2 5740,Edgefield,June Flame,WRW-2,5740,4,1,-,-,-,-,-,-,-,-,-
JF WRW-2 5741,Edgefield,June Flame,WRW-2,5741,5,1,-,-,-,-,-,-,-,-,-
JF WRW-2 5742,Edgefield,June Flame,WRW-2,5742,5,2,-,-,-,-,-,-,-,-,-
JF WRW-2 5743,Edgefield,June Flame,WRW-2,5743,5,3,-,-,-,-,-,-,-,-,-
JF WRW-2 5744,Edgefield,June Flame,WRW-2,5744,5,4,-,-,-,-,-,-,-,-,-
JF WRW-2 5745,Edgefield,June Flame,WRW-2,5745,5,5,-,-,-,-,-,-,+,+,+
JF WRW-2 5746,Edgefield,June Flame,WRW-2,5746,5,6,-,-,-,-,-,-,-,-,-
JF WRW-2 5747,Edgefield,June Flame,WRW-2,5747,5,7,-,-,-,-,-,-,-,+,-
JF WRW-2 5748,Edgefield,June Flame,WRW-2,5748,5,8,-,-,-,-,-,-,+,+,+
JF WRW-2 5749,Edgefield,June Flame,WRW-2,5749,5,9,-,-,-,-,-,-,+,+,+
JF WRW-2 5750,Edgefield,June Flame,WRW-2,5750,5,10,-,-,-,-,-,-,-,+,+
JP-Timm4 3201,Edgefield,Juneprince,Timm4,3201,5,1,-,-,-,-,-,-,-,-,-
JP-Timm4 3202,Edgefield,Juneprince,Timm4,3202,5,2,-,-,-,-,-,-,-,-,-
JP-Timm4 3203,Edgefield,Juneprince,Timm4,3203,5,3,-,-,-,-,-,-,-,-,-
JP-Timm4 3204,Edgefield,Juneprince,Timm4,3204,5,4,-,-,-,-,-,-,-,-,-
JP-Timm4 3205,Edgefield,Juneprince,Timm4,3205,5,5,-,-,-,-,-,-,-,-,-
JP-Timm4 3206,Edgefield,Juneprince,Timm4,3206,5,6,-,-,-,-,-,-,-,-,-
JP-Timm4 3208,Edgefield,Juneprince,Timm4,3208,5,8,-,-,-,-,-,-,-,-,-
JP-Timm4 3209,Edgefield,Juneprince,Timm4,3209,5,9,-,-,-,-,-,-,-,-,-
JP-Timm4 3210,Edgefield,Juneprince,Timm4,3210,5,10,-,-,-,-,-,-,-,-,-
JP-Timm4 3211,Edgefield,Juneprince,Timm4,3211,4,10,-,-,-,-,-,-,-,-,-
JP-Timm4 3212,Edgefield,Juneprince,Timm4,3212,4,9,-,-,-,-,-,-,-,-,-
JP-Timm4 3213,Edgefield,Juneprince,Timm4,3213,4,8,-,-,-,-,-,-,-,-,-
JP-Timm4 3215,Edgefield,Juneprince,Timm4,3215,4,6,-,-,-,-,-,-,-,-,-
JP-Timm4 3216,Edgefield,Juneprince,Timm4,3216,4,5,-,-,-,-,-,-,-,-,-
JP-Timm4 3217,Edgefield,Juneprince,Timm4,3217,4,4,-,-,-,-,-,-,-,-,-
JP-Timm4 3218,Edgefield,Juneprince,Timm4,3218,4,3,-,-,-,-,-,-,-,-,-
JP-Timm4 3219,Edgefield,Juneprince,Timm4,3219,4,2,-,-,-,-,-,-,-,-,-
JP-Timm4 3220,Edgefield,Juneprince,Timm4,3220,4,1,-,-,-,-,-,-,-,-,-
JP-Timm4 3221,Edgefield,Juneprince,Timm4,3221,3,1,-,-,-,-,-,-,-,-,-
JP-Timm4 3222,Edgefield,Juneprince,Timm4,3222,3,2,-,-,-,-,-,-,-,-,-
JP-Timm4 3223,Edgefield,Juneprince,Timm4,3223,3,3,-,-,-,-,-,-,-,-,-
JP-Timm4 3224,Edgefield,Juneprince,Timm4,3224,3,4,-,-,-,-,-,-,-,-,-
JP-Timm4 3225,Edgefield,Juneprince,Timm4,3225,3,5,-,-,-,-,-,-,-,-,-
JP-Timm4 3226,Edgefield,Juneprince,Timm4,3226,3,6,-,-,-,-,-,-,-,-,-
JP-Timm4 3227,Edgefield,Juneprince,Timm4,3227,3,7,-,-,-,-,-,-,-,-,-
JP-Timm4 3228,Edgefield,Juneprince,Timm4,3228,3,8,-,-,-,-,-,-,-,-,-
JP-Timm4 3229,Edgefield,Juneprince,Timm4,3229,3,9,-,-,-,-,-,-,-,-,-
JP-Timm4 3230,Edgefield,Juneprince,Timm4,3230,3,10,-,-,-,-,-,-,-,-,-
JP-Timm4 3231,Edgefield,Juneprince,Timm4,3231,2,10,-,-,-,-,-,-,-,-,-
JP-Timm4 3232,Edgefield,Juneprince,Timm4,3232,2,9,-,-,-,-,-,-,-,-,-
JP-Timm4 3233,Edgefield,Juneprince,Timm4,3233,2,8,-,-,-,-,-,-,-,-,-
JP-Timm4 3235,Edgefield,Juneprince,Timm4,3235,2,6,-,-,-,-,-,-,-,-,-
JP-Timm4 3236,Edgefield,Juneprince,Timm4,3236,2,5,-,-,-,-,-,-,-,-,-
JP-Timm4 3238,Edgefield,Juneprince,Timm4,3238,2,3,-,-,-,-,-,-,-,-,-
JP-Timm4 3239,Edgefield,Juneprince,Timm4,3239,2,2,-,-,-,-,-,-,-,-,-
JP-Timm4 3240,Edgefield,Juneprince,Timm4,3240,2,1,-,-,-,-,-,-,-,-,-
JP-Timm4 3241,Edgefield,Juneprince,Timm4,3241,1,1,-,-,-,-,-,-,-,-,-
JP-Timm4 3242,Edgefield,Juneprince,Timm4,3242,1,2,-,-,-,-,-,-,-,-,-
JP-Timm4 3243,Edgefield,Juneprince,Timm4,3243,1,3,-,-,-,-,-,-,-,-,-
JP-Timm4 3244,Edgefield,Juneprince,Timm4,3244,1,4,-,-,-,-,-,-,-,-,-
JP-Timm4 3245,Edgefield,Juneprince,Timm4,3245,1,5,-,-,-,-,-,-,-,-,-
JP-Timm4 3246,Edgefield,Juneprince,Timm4,3246,1,6,-,-,-,-,-,-,-,-,-
JP-Timm4 3247,Edgefield,Juneprince,Timm4,3247,1,7,-,-,-,-,-,-,-,-,-
JP-Timm4 3248,Edgefield,Juneprince,Timm4,3248,1,8,-,-,-,-,-,-,-,-,-
JP-Timm4 3249,Edgefield,Juneprince,Timm4,3249,1,9,-,-,-,-,-,-,-,-,-
JP-Timm4 3250,Edgefield,Juneprince,Timm4,3250,1,10,-,-,-,-,-,-,-,-,-
OH-LM-1  6003,Edgefield,O'Henry,LM-1,6003,1,3,-,-,-,-,-,-,-,-,-
OH-LM-1  6004,Edgefield,O'Henry,LM-1,6004,1,4,-,-,-,-,-,-,-,-,-
OH-LM-1  6005,Edgefield,O'Henry,LM-1,6005,1,5,-,-,-,-,-,-,-,-,-
OH-LM-1  6006,Edgefield,O'Henry,LM-1,6006,1,6,-,-,-,-,-,-,-,-,-
OH-LM-1  6007,Edgefield,O'Henry,LM-1,6007,1,7,-,-,-,-,-,-,-,-,-
OH-LM-1  6009,Edgefield,O'Henry,LM-1,6009,1,9,-,-,-,-,-,-,-,-,-
OH-LM-1  6011,Edgefield,O'Henry,LM-1,6011,2,10,-,-,-,-,-,-,-,-,-
OH-LM-1  6012,Edgefield,O'Henry,LM-1,6012,2,9,-,-,-,-,-,-,-,+,-
OH-LM-1  6013,Edgefield,O'Henry,LM-1,6013,2,8,-,-,-,-,-,-,-,-,-
OH-LM-1  6014,Edgefield,O'Henry,LM-1,6014,2,7,-,-,-,-,-,-,-,-,-
OH-LM-1  6015,Edgefield,O'Henry,LM-1,6015,2,6,-,-,-,-,-,-,-,-,-
OH-LM-1  6016,Edgefield,O'Henry,LM-1,6016,2,5,-,-,-,-,-,-,-,-,-
OH-LM-1  6017,Edgefield,O'Henry,LM-1,6017,2,4,-,-,-,-,-,-,-,-,-
OH-LM-1  6018,Edgefield,O'Henry,LM-1,6018,2,3,-,-,-,-,-,-,-,-,-
OH-LM-1  6019,Edgefield,O'Henry,LM-1,6019,2,2,-,-,-,-,-,-,-,-,-
OH-LM-1  6020,Edgefield,O'Henry,LM-1,6020,2,1,-,-,-,-,-,-,-,-,-
OH-LM-1  6021,Edgefield,O'Henry,LM-1,6021,3,1,-,-,-,-,-,-,-,-,-
OH-LM-1  6022,Edgefield,O'Henry,LM-1,6022,3,2,-,-,-,-,-,-,-,-,-
OH-LM-1  6024,Edgefield,O'Henry,LM-1,6024,3,4,-,-,-,-,-,-,-,-,-
OH-LM-1  6025,Edgefield,O'Henry,LM-1,6025,3,5,-,-,-,-,-,-,-,-,-
OH-LM-1  6026,Edgefield,O'Henry,LM-1,6026,3,6,-,-,-,-,-,-,-,-,-
OH-LM-1  6027,Edgefield,O'Henry,LM-1,6027,3,7,-,-,-,-,-,-,-,-,-
OH-LM-1  6028,Edgefield,O'Henry,LM-1,6028,3,8,-,-,-,-,-,-,-,-,-
OH-LM-1  6029,Edgefield,O'Henry,LM-1,6029,3,9,-,-,-,-,-,-,-,-,-
OH-LM-1  6030,Edgefield,O'Henry,LM-1,6030,3,10,-,-,-,-,-,-,-,-,-
OH-LM-1  6031,Edgefield,O'Henry,LM-1,6031,4,10,-,-,-,-,-,-,-,-,-
OH-LM-1  6032,Edgefield,O'Henry,LM-1,6032,4,9,-,-,-,-,-,-,-,-,-
OH-LM-1  6033,Edgefield,O'Henry,LM-1,6033,4,8,-,-,-,-,-,-,-,-,-
OH-LM-1  6034,Edgefield,O'Henry,LM-1,6034,4,7,-,-,-,-,-,-,-,-,-
OH-LM-1  6035,Edgefield,O'Henry,LM-1,6035,4,6,+,+,+,-,-,-,-,-,-
OH-LM-1  6036,Edgefield,O'Henry,LM-1,6036,4,5,-,-,-,-,-,-,-,-,-
OH-LM-1  6038,Edgefield,O'Henry,LM-1,6038,4,3,+,+,+,-,-,-,-,-,-
OH-LM-1  6040,Edgefield,O'Henry,LM-1,6040,4,1,-,-,-,-,-,-,-,-,-
OH-LM-1  6041,Edgefield,O'Henry,LM-1,6041,5,1,-,+,-,-,-,-,-,-,-
OH-LM-1  6042,Edgefield,O'Henry,LM-1,6042,5,2,-,-,-,-,-,-,-,-,-
OH-LM-1  6043,Edgefield,O'Henry,LM-1,6043,5,3,-,-,-,-,-,-,-,-,-
OH-LM-1  6044,Edgefield,O'Henry,LM-1,6044,5,4,-,-,-,-,-,-,+,-,-
OH-LM-1  6045,Edgefield,O'Henry,LM-1,6045,5,5,-,-,-,-,-,-,-,-,-
OH-LM-1  6046,Edgefield,O'Henry,LM-1,6046,5,6,-,-,-,-,-,-,-,-,-
OH-LM-1  6047,Edgefield,O'Henry,LM-1,6047,5,7,-,-,-,-,-,-,-,-,-
OH-LM-1  6048,Edgefield,O'Henry,LM-1,6048,5,8,+,+,-,-,-,-,-,-,-
OH-LM-1  6049,Edgefield,O'Henry,LM-1,6049,5,9,-,-,-,-,-,-,-,-,-
OH-LM-1  6050,Edgefield,O'Henry,LM-1,6050,5,10,-,+,-,-,-,-,-,-,-
OH-LM-1  6051,Edgefield,O'Henry,LM-1,6051,6,10,-,-,-,-,-,-,-,-,-
OH-LM-1  6052,Edgefield,O'Henry,LM-1,6052,6,9,-,-,-,-,-,-,-,-,-
OH-LM-1  6053,Edgefield,O'Henry,LM-1,6053,6,8,-,-,-,-,-,-,-,-,-
OH-LM-1  6054,Edgefield,O'Henry,LM-1,6054,6,7,-,-,-,-,-,-,-,-,-
OH-LM-1  6055,Edgefield,O'Henry,LM-1,6055,6,6,-,+,+,-,-,-,-,-,-
OH-LM-1  6056,Edgefield,O'Henry,LM-1,6056,6,5,-,-,-,-,-,-,-,-,-
OH-LM-1  6057,Edgefield,O'Henry,LM-1,6057,6,4,-,+,-,-,-,-,-,-,-
OH-LM-1  6058,Edgefield,O'Henry,LM-1,6058,6,3,-,-,-,-,-,-,-,-,-
OH-LM-1  6059,Edgefield,O'Henry,LM-1,6059,6,2,+,+,+,-,-,-,-,-,-
OH-LM-1  6060,Edgefield,O'Henry,LM-1,6060,6,1,-,-,-,-,-,-,-,-,-
OH-LM-1  6061,Edgefield,O'Henry,LM-1,6061,7,1,-,-,-,-,-,-,-,-,-
OH-LM-1  6062,Edgefield,O'Henry,LM-1,6062,7,2,-,-,-,-,-,-,-,-,-
OH-LM-1  6063,Edgefield,O'Henry,LM-1,6063,7,3,-,-,-,-,-,-,-,-,-
OH-LM-1  6064,Edgefield,O'Henry,LM-1,6064,7,4,-,-,-,-,-,-,-,-,-
OH-LM-1  6065,Edgefield,O'Henry,LM-1,6065,7,5,-,-,-,-,-,-,-,-,-
OH-LM-1  6066,Edgefield,O'Henry,LM-1,6066,7,6,-,-,-,-,-,-,-,-,-
OH-LM-1  6067,Edgefield,O'Henry,LM-1,6067,7,7,-,-,-,-,-,-,-,-,-
OH-LM-1  6068,Edgefield,O'Henry,LM-1,6068,7,8,-,-,-,-,-,-,-,-,-
OH-LM-1  6069,Edgefield,O'Henry,LM-1,6069,7,9,-,-,+,-,-,+,-,-,-
OH-LM-1  6070,Edgefield,O'Henry,LM-1,6070,7,10,-,-,-,-,-,-,-,-,-
OH-LM-1  6071,Edgefield,O'Henry,LM-1,6071,8,10,-,-,-,-,-,-,-,-,-
OH-LM-1  6072,Edgefield,O'Henry,LM-1,6072,8,9,-,-,-,-,-,-,-,-,-
OH-LM-1  6073,Edgefield,O'Henry,LM-1,6073,8,8,-,-,+,-,-,-,-,-,-
OH-LM-1  6074,Edgefield,O'Henry,LM-1,6074,8,7,-,-,-,-,-,-,-,-,-
OH-LM-1  6075,Edgefield,O'Henry,LM-1,6075,8,6,-,-,-,-,-,-,-,-,-
OH-LM-1  6076,Edgefield,O'Henry,LM-1,6076,8,5,-,-,-,-,-,-,-,-,-
OH-LM-1  6077,Edgefield,O'Henry,LM-1,6077,8,4,-,-,-,-,-,-,-,-,-
OH-LM-1  6078,Edgefield,O'Henry,LM-1,6078,8,3,+,+,+,-,-,-,-,-,-
OH-LM-1  6079,Edgefield,O'Henry,LM-1,6079,8,2,-,-,-,-,-,-,-,-,-
OH-LM-1  6080,Edgefield,O'Henry,LM-1,6080,8,1,-,-,-,-,-,-,-,-,-
RS-LM04 4501,Edgefield,Redskin,LM-04,4501,5,1,-,-,-,-,-,-,-,+,+
RS-LM04 4502,Edgefield,Redskin,LM-04,4502,5,2,-,-,-,-,-,-,-,+,+
RS-LM04 4503,Edgefield,Redskin,LM-04,4503,5,3,-,-,-,-,-,-,-,+,+
RS-LM04 4504,Edgefield,Redskin,LM-04,4504,5,4,-,-,-,-,-,-,-,+,+
RS-LM04 4505,Edgefield,Redskin,LM-04,4505,5,5,-,-,-,-,-,-,-,+,+
RS-LM04 4506,Edgefield,Redskin,LM-04,4506,5,6,-,-,-,-,-,-,-,+,+
RS-LM04 4507,Edgefield,Redskin,LM-04,4507,5,7,-,-,-,-,-,-,-,+,+
RS-LM04 4508,Edgefield,Redskin,LM-04,4508,5,8,-,-,-,-,-,-,-,+,+
RS-LM04 4509,Edgefield,Redskin,LM-04,4509,5,9,-,-,-,-,-,-,-,+,+
RS-LM04 4510,Edgefield,Redskin,LM-04,4510,5,10,-,-,-,-,-,-,-,+,+
RS-LM04 4511,Edgefield,Redskin,LM-04,4511,4,10,-,-,-,-,-,-,-,+,+
RS-LM04 4512,Edgefield,Redskin,LM-04,4512,4,9,-,-,-,-,-,-,-,+,+
RS-LM04 4513,Edgefield,Redskin,LM-04,4513,4,8,-,-,-,-,-,-,-,+,+
RS-LM04 4514,Edgefield,Redskin,LM-04,4514,4,7,-,-,-,-,-,-,-,+,+
RS-LM04 4515,Edgefield,Redskin,LM-04,4515,4,6,-,-,-,-,-,-,-,+,+
RS-LM04 4516,Edgefield,Redskin,LM-04,4516,4,5,-,-,-,-,-,-,-,+,+
RS-LM04 4517,Edgefield,Redskin,LM-04,4517,4,4,-,-,-,-,-,-,-,+,+
RS-LM04 4518,Edgefield,Redskin,LM-04,4518,4,3,-,-,-,-,-,-,-,+,+
RS-LM04 4519,Edgefield,Redskin,LM-04,4519,4,2,-,-,-,-,-,-,-,+,+
RS-LM04 4520,Edgefield,Redskin,LM-04,4520,4,1,-,-,-,-,-,-,-,+,+
RS-LM04 4521,Edgefield,Redskin,LM-04,4521,3,1,-,-,-,-,-,-,-,+,+
RS-LM04 4522,Edgefield,Redskin,LM-04,4522,3,2,-,-,-,-,-,-,-,+,+
RS-LM04 4523,Edgefield,Redskin,LM-04,4523,3,3,-,-,-,-,-,-,-,+,+
RS-LM04 4526,Edgefield,Redskin,LM-04,4526,3,6,-,-,-,-,-,-,-,+,+
RS-LM04 4527,Edgefield,Redskin,LM-04,4527,3,7,-,-,-,-,-,-,-,+,+
RS-LM04 4528,Edgefield,Redskin,LM-04,4528,3,8,-,-,-,-,-,-,-,+,+
RS-LM04 4529,Edgefield,Redskin,LM-04,4529,3,9,-,-,-,-,-,-,-,+,+
RS-LM04 4530,Edgefield,Redskin,LM-04,4530,3,10,-,-,-,-,-,-,-,+,+
RS-LM04 4531,Edgefield,Redskin,LM-04,4531,2,10,-,-,-,-,-,-,-,+,+
RS-LM04 4532,Edgefield,Redskin,LM-04,4532,2,9,-,-,-,-,-,-,-,+,+
RS-LM04 4533,Edgefield,Redskin,LM-04,4533,2,8,-,-,-,-,-,-,-,+,+
RS-LM04 4534,Edgefield,Redskin,LM-04,4534,2,7,-,-,-,-,-,-,-,+,+
RS-LM04 4535,Edgefield,Redskin,LM-04,4535,2,6,-,-,-,-,-,-,-,+,+
RS-LM04 4536,Edgefield,Redskin,LM-04,4536,2,5,-,-,-,-,-,-,-,+,+
RS-LM04 4538,Edgefield,Redskin,LM-04,4538,2,3,-,-,-,-,-,-,-,+,+
RS-LM04 4539,Edgefield,Redskin,LM-04,4539,2,2,-,-,-,-,-,-,-,+,+
RS-LM04 4540,Edgefield,Redskin,LM-04,4540,2,1,-,-,-,-,-,-,-,+,+
RS-LM04 4541,Edgefield,Redskin,LM-04,4541,1,1,-,-,-,-,-,-,-,+,+
RS-LM04 4542,Edgefield,Redskin,LM-04,4542,1,2,-,-,-,-,-,-,-,+,+
RS-LM04 4543,Edgefield,Redskin,LM-04,4543,1,3,-,-,-,-,-,-,-,+,+
RS-LM04 4544,Edgefield,Redskin,LM-04,4544,1,4,-,-,-,-,-,-,-,+,+
RS-LM04 4545,Edgefield,Redskin,LM-04,4545,1,5,-,-,-,-,-,-,-,+,+
RS-LM04 4546,Edgefield,Redskin,LM-04,4546,1,6,-,-,-,-,-,-,-,+,+
RS-LM04 4547,Edgefield,Redskin,LM-04,4547,1,7,-,-,-,-,-,-,-,+,+
RS-LM04 4549,Edgefield,Redskin,LM-04,4549,1,9,-,-,-,-,-,-,-,+,+
RS-LM04 4550,Edgefield,Redskin,LM-04,4550,1,10,-,-,-,-,-,-,-,+,+
P2-1-2,Oconee,various,P2,1,1,2,-,-,-,-,-,-,-,-,-
P2-1-3,Oconee,various,P2,2,1,3,-,-,-,-,-,-,-,-,-
P2-1-4,Oconee,various,P2,3,1,4,-,-,-,-,-,-,-,-,-
P2-1-5,Oconee,various,P2,4,1,5,-,-,-,-,-,-,-,-,-
P2-1-6,Oconee,various,P2,5,1,6,-,-,-,-,-,-,-,-,-
P2-1-7,Oconee,various,P2,6,1,7,-,-,-,-,-,-,-,-,-
P2-1-8,Oconee,various,P2,7,1,8,-,-,-,-,-,-,-,-,-
P2-1-9,Oconee,various,P2,8,1,9,-,-,-,-,-,-,-,-,-
P2-1-10,Oconee,various,P2,9,1,10,-,-,-,-,-,-,-,-,-
P2-1-11,Oconee,various,P2,10,1,11,-,-,-,-,-,-,-,-,-
P2-1-13,Oconee,various,P2,11,1,13,-,-,-,-,-,-,-,-,-
P2-1-14,Oconee,various,P2,12,1,14,-,-,-,-,-,-,-,-,-
P2-1-15,Oconee,various,P2,13,1,15,-,-,-,-,-,-,-,-,-
P2-1-16,Oconee,various,P2,14,1,16,-,-,-,-,-,-,-,-,-
P2-1-18,Oconee,various,P2,15,1,18,-,-,-,-,-,-,-,-,-
P2-1-19,Oconee,various,P2,16,1,19,-,-,-,-,-,-,-,-,-
P2-1-20,Oconee,various,P2,17,1,20,-,-,-,-,-,-,-,-,-
P2-1-21,Oconee,various,P2,18,1,21,-,-,-,-,-,-,-,-,-
P2-1-22,Oconee,various,P2,19,1,22,-,-,-,-,-,-,-,-,-
P2-1-24,Oconee,various,P2,20,1,24,-,-,-,-,-,-,-,-,-
P2-1-26,Oconee,various,P2,21,1,26,-,-,-,-,-,-,-,-,-
P2-1-28,Oconee,various,P2,22,1,28,-,-,-,-,-,-,-,-,-
P2-1-30,Oconee,various,P2,23,1,30,-,-,-,-,-,-,-,-,-
P2-1-31,Oconee,various,P2,24,1,31,-,-,-,-,-,-,-,-,-
P2-1-32,Oconee,various,P2,25,1,32,-,-,-,-,-,-,-,-,-
P2-1-33,Oconee,various,P2,26,1,33,-,-,-,-,-,-,-,-,-
P2-1-34,Oconee,various,P2,27,1,34,-,-,-,-,-,-,-,-,-
P2-1-35,Oconee,various,P2,28,1,35,-,-,-,-,-,-,-,-,-
P2-1-36,Oconee,various,P2,29,1,36,-,-,-,-,-,-,-,-,-
P2-1-37,Oconee,various,P2,30,1,37,-,-,-,-,-,-,-,-,-
P2-1-38,Oconee,various,P2,31,1,38,-,-,-,-,-,-,-,-,-
P2-1-39,Oconee,various,P2,32,1,39,-,-,-,-,-,-,-,-,-
P2-1-40,Oconee,various,P2,33,1,40,-,-,-,-,-,-,-,-,-
P2-1-41,Oconee,various,P2,34,1,41,-,-,-,-,-,-,-,-,-
P2-1-42,Oconee,various,P2,35,1,42,-,-,-,-,-,-,-,-,-
P2-1-43,Oconee,various,P2,36,1,43,-,-,-,-,-,-,-,-,-
P2-1-44,Oconee,various,P2,37,1,44,-,-,-,-,-,-,-,-,-
P2-1-45,Oconee,various,P2,38,1,45,-,-,-,-,-,-,-,-,-
P2-1-46,Oconee,various,P2,39,1,46,-,-,-,-,-,-,-,-,-
P2-1-47,Oconee,various,P2,40,1,47,-,-,-,-,-,-,-,-,-
P2-1-48,Oconee,various,P2,41,1,48,-,-,-,-,-,-,-,-,-
P2-1-49,Oconee,various,P2,42,1,49,-,-,-,-,-,-,-,-,-
P2-1-50,Oconee,various,P2,43,1,50,-,-,-,-,-,-,-,-,-
P2-1-51,Oconee,various,P2,44,1,51,-,-,-,-,-,-,-,-,-
P2-1-57,Oconee,various,P2,45,1,57,-,-,-,-,-,-,-,-,-
P2-1-58,Oconee,various,P2,46,1,58,-,-,-,-,-,-,-,-,-
P2-1-59,Oconee,various,P2,47,1,59,-,-,-,-,-,-,-,-,-
P2-1-60,Oconee,various,P2,48,1,60,-,-,-,-,-,-,-,-,-
P2-1-61,Oconee,various,P2,49,1,61,-,-,-,-,-,-,-,-,-
P2-1-62,Oconee,various,P2,50,1,62,-,-,-,-,-,-,-,-,-
P2-1-66,Oconee,various,P2,51,1,66,-,-,-,-,-,-,-,-,-
P2-1-67,Oconee,various,P2,52,1,67,-,-,-,-,-,-,-,-,-
P2-1-68,Oconee,various,P2,53,1,68,-,-,-,-,-,-,-,-,-
P2-2-4,Oconee,various,P2,54,2,4,-,-,-,-,-,-,-,-,-
P2-2-7,Oconee,various,P2,55,2,7,-,-,-,-,-,-,-,-,-
P2-2-8,Oconee,various,P2,56,2,8,-,-,-,-,-,-,-,-,-
P2-2-9,Oconee,various,P2,57,2,9,-,-,-,-,-,-,-,-,-
P2-2-10,Oconee,various,P2,58,2,10,-,-,-,-,-,-,-,-,-
P2-2-11,Oconee,various,P2,59,2,11,-,-,-,-,-,-,-,-,-
P2-2-16,Oconee,various,P2,60,2,16,-,-,-,-,-,-,-,-,-
P2-2-17,Oconee,various,P2,61,2,17,-,-,-,-,-,-,-,-,-
P2-2-18,Oconee,various,P2,62,2,18,-,-,-,-,-,-,-,-,-
P2-2-42,Oconee,various,P2,63,2,42,-,-,-,-,-,-,-,-,-
P2-2-43,Oconee,various,P2,64,2,43,-,-,-,-,-,-,-,-,-
P2-2-44,Oconee,various,P2,65,2,44,-,-,-,-,-,-,-,-,-
P2-2-45,Oconee,various,P2,66,2,45,-,-,-,-,-,-,-,-,-
P2-2-46,Oconee,various,P2,67,2,46,-,-,-,-,-,-,-,-,-
P2-2-47,Oconee,various,P2,68,2,47,-,-,-,-,-,-,-,-,-
P2-2-48,Oconee,various,P2,69,2,48,-,-,-,-,-,-,-,-,-
P2-2-49,Oconee,various,P2,70,2,49,-,-,-,-,-,-,-,-,-
P2-2-50,Oconee,various,P2,71,2,50,-,-,-,-,-,-,-,-,-
P2-2-51,Oconee,various,P2,72,2,51,-,-,-,-,-,-,-,-,-
P2-2-52,Oconee,various,P2,73,2,52,-,-,-,-,-,-,-,-,-
P2-2-53,Oconee,various,P2,74,2,53,-,-,-,-,-,-,-,-,-
P2-2-54,Oconee,various,P2,75,2,54,-,-,-,-,-,-,-,-,-
P2-2-55,Oconee,various,P2,76,2,55,-,-,-,-,-,-,-,-,-
P2-2-56,Oconee,various,P2,77,2,56,-,-,-,-,-,-,-,-,-
P2-2-57,Oconee,various,P2,78,2,57,-,-,-,-,-,-,-,-,-
P2-2-58,Oconee,various,P2,79,2,58,-,-,-,-,-,-,-,-,-
P2-2-59,Oconee,various,P2,80,2,59,-,-,-,-,-,-,-,-,-
P2-2-60,Oconee,various,P2,81,2,60,-,-,-,-,-,-,-,-,-
P2-2-61,Oconee,various,P2,82,2,61,-,-,-,-,-,-,-,-,-
P2-2-62,Oconee,various,P2,83,2,62,-,-,-,-,-,-,-,-,-
P2-2-63,Oconee,various,P2,84,2,63,-,-,-,-,-,-,-,-,-
P2-2-64,Oconee,various,P2,85,2,64,-,-,-,-,-,-,-,-,-
P2-2-65,Oconee,various,P2,86,2,65,-,-,-,-,-,-,+,-,-
P2-3-6,Oconee,various,P2,87,3,6,-,-,-,-,-,-,-,-,-
P2-3-14,Oconee,various,P2,88,3,14,-,-,-,-,-,-,-,-,-
P2-3-16,Oconee,various,P2,89,3,16,-,-,-,-,-,-,-,-,-
P2-3-17,Oconee,various,P2,90,3,17,-,-,-,-,-,-,-,-,-
P2-3-18,Oconee,various,P2,91,3,18,-,-,-,-,-,-,-,-,-
P2-3-29,Oconee,various,P2,92,3,29,-,-,-,-,-,-,+,+,+
P2-3-37,Oconee,various,P2,93,3,37,-,-,-,-,-,-,-,-,-
P2-3-38,Oconee,various,P2,94,3,38,-,-,-,-,-,-,-,-,-
P2-3-39,Oconee,various,P2,95,3,39,-,-,-,-,-,-,-,-,+
P2-3-43,Oconee,various,P2,96,3,43,-,-,-,-,-,-,-,-,+
P2-3-44,Oconee,various,P2,97,3,44,-,-,-,-,-,-,-,-,-
P2-3-45,Oconee,various,P2,98,3,45,-,-,-,-,-,-,-,-,-
P2-3-47,Oconee,various,P2,99,3,47,-,-,-,-,-,-,-,-,-
P2-3-48,Oconee,various,P2,100,3,48,-,-,-,-,-,-,-,-,-
P2-3-49,Oconee,various,P2,101,3,49,-,-,-,-,-,-,-,-,-
P2-3-50,Oconee,various,P2,102,3,50,-,-,-,-,-,-,-,-,-
P2-3-51,Oconee,various,P2,103,3,51,-,-,-,-,-,-,-,-,-
P2-3-56,Oconee,various,P2,104,3,56,-,-,-,-,-,-,-,-,-
P2-3-57,Oconee,various,P2,105,3,57,-,-,-,-,-,-,-,-,-
P2-3-58,Oconee,various,P2,106,3,58,-,-,-,-,-,-,-,-,-
